є “–јЌ—ј ÷≤ѓ;ƒј“ј; ќƒ ѕЋј“Ќ» ;Ќј«¬ј ѕЋј“Ќ» ј;ћ‘ќ ѕЋј“Ќ» ј;ЅјЌ  ѕЋј“Ќ» ј; ќƒ ќƒ≈–∆”¬ј„;Ќј«¬ј ќƒ≈–∆”¬ј„;ћ‘ќ ќƒ≈–∆”¬ј„;ЅјЌ  ќƒ≈–∆”¬ј„;—”ћј;ѕ–»«Ќј„≈ЌЌя ѕЋј“≈∆”
10785748;24.12.2015;25882900;ƒќ” Ќћ÷;820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“ќ" ѕI-“елеком"Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;180,00;"#2201510#,#2240-180,00#,#полiграфiчнi послуги зг.дог.є13 вiд 03.12.2015, акту є 215 вiд 03.12.2015#,#в т.ч.ѕƒ¬-30.00#"
2163158;01.10.2015;02070921;Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";322313;¬ј“ "ƒ≈–∆.≈ —ѕ.-≤ћ.ЅјЌ  ” –јѓЌ»",  »ѓ¬;175,00;"#2201160#,#2282#,#2240-комiсi€ за видачу валюти з валютного рахунку#,#без ѕƒ¬#,#б.500#"
9782745;17.12.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;132,26;" ѕ ¬  2201160,  ≈ ¬ 2282(2240) вiдшкодуванн€ послуг з вивозу смiтт€, акт.є12 вiд 14.12.15р., дог.є 8-“ѕ¬ вiд 05.02.2015р., ѕƒ¬-22,04"
3675735;21.10.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;132,00;" ѕ ¬  2201160,  ≈ ¬ 2282(2240) вiдшкодуванн€ за послуги iнтернету, акт ј-308“-4/09-2015 вiд 20.10.15р., дог.є ј-308“-4 вiд 18.03.15р., ѕƒ¬-22,00"
9780034;17.12.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;132,00;" ѕ ¬  2201160,  ≈ ¬ 2282(2240) вiдшкодуванн€ за послуги iнтернету, акт ј-308“-4/12-2015 вiд 15.12.15р.,дог.є ј-308“-4 вiд 18.03.15р., ѕƒ¬-22,00"
7274173;25.11.2015;25882900;ƒќ” Ќћ÷;820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“ќ" ѕI-“елеком"Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;89,88;"#2201510#,#2240-89,88#,#ѕослуги  зв'€зку дог.є602/15 вiд 16.03.2015,рах-актє1789 вiд 12.11.2015.#,#в т.ч.ѕƒ¬-14,98#"
8930939;10.12.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;80,88;" ѕ ¬  6541030,  ≈ ¬ 2281(2240) вiдшкодуванн€ за послуги охорон.сигналiзацiњ, рах.є2260 вiд 03.12.15р.Ѕ є 510, дог.є 348/15 вiд 27.01.2015р., ѕƒ¬-13,48"
3410885;19.10.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;79,74;" ѕ ¬  6541030,  ≈ ¬ 2281(2240) вiдшкодуванн€ за послуги охорон.сигналiзацiњ, рах.є1794 вiд 12.10.15р.Ѕ є 510, дог.є 348/15 вiд 27.01.2015р., ѕƒ¬-13,29"
6758669;19.11.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;79,74;" ѕ ¬  6541030,  ≈ ¬ 2281(2240) вiдшкодуванн€ за послуги охорон.сигналiзацiњ, рах.є1980 вiд 11.11.15р.Ѕ є 510, дог.є 348/15 вiд 27.01.2015р., ѕƒ¬-13,29"
9295552;14.12.2015;25408067;ЌЌ  "≤ѕ—ј" Ќ“”” " ѕ≤";820019;√”ƒ —” у м. иЇв≥;02070921;Ќ“”” " ѕI";820019;√”ƒ —” у м. иЇв≥;9,00;" ѕ ¬  2201060,  ≈ ¬ 2282(2210) за додаток до диплому, з-но нак.є12ƒ вiд 09.12.15р., дог.є 69 вiд 02.12.2015р, ѕƒ¬-1,50"
